property_id,property_url,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,primary_image_url,breadcrumbs,amenities,description
Bayut - 101987-FQHnvB,https://www.bayut.com/property/details-11565156.html,For Rent,Apartment,06-May-25,Furnished,"{'currency': 'AED', 'amount': '290,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,641 sqft'}",,Brijesh Bhardwaj Damu Bhardwaj,https://images.bayut.com/thumbnails/775968053-800x600.jpeg,,,
Bayut - sm-stu-bin-13-5-25,https://www.bayut.com/property/details-11629210.html,For Rent,Apartment,13-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Dubai Silicon Oasis (DSO),"{'bedrooms': '2', 'bathrooms': '2', 'size': '450 sqft'}",,Sumaiya Khalifa,https://images.bayut.com/thumbnails/773945864-800x600.jpeg,,,
Bayut - LEA252274_L,https://www.bayut.com/property/details-12027200.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '84,000'}",Wasl Gate,"{'bedrooms': '2', 'bathrooms': '1', 'size': '763 sqft'}",,Jake Walton,https://images.bayut.com/thumbnails/781350719-800x600.jpeg,,,
Bayut - UQP-22648,https://www.bayut.com/property/details-12029667.html,For Rent,Villa,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '245,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,174 sqft'}",,Jong Kim,,,,
Bayut - MSL 25062025,https://www.bayut.com/property/details-12036712.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '230,000'}",Mohammed Bin Rashid City,"{'bedrooms': '5', 'bathrooms': '5', 'size': '1,639 sqft'}",,Mohamed Samy,https://images.bayut.com/thumbnails/781531965-800x600.jpeg,,,
Bayut - B-AR-139970,https://www.bayut.com/property/details-12048549.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '45,000'}",Jebel Ali,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '363 sqft'}",,Rahul  Khandelwal,https://images.bayut.com/thumbnails/781771920-800x600.jpeg,,,
Bayut - L-266721,https://www.bayut.com/property/details-11562771.html,For Rent,Villa,06-May-25,Unfurnished,"{'currency': 'AED', 'amount': '300,000'}",Mohammed Bin Rashid City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '2,462 sqft'}",,Raihan Kazi,https://images.bayut.com/thumbnails/773230744-400x300.jpeg,,,
Bayut - L-462,https://www.bayut.com/property/details-11498817.html,For Rent,Apartment,29-Apr-25,Furnished,"{'currency': 'AED', 'amount': '140,000'}",Culture Village (Jaddaf Waterfront),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,646 sqft'}",,Jay Purewal,https://images.bayut.com/thumbnails/775369061-800x600.jpeg,,,
Bayut - KCO-R-5W6Z,https://www.bayut.com/property/details-11581590.html,For Rent,Apartment,08-May-25,,"{'currency': 'AED', 'amount': '169,382'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,524 sqft'}",,Asall Inanlou,https://images.bayut.com/thumbnails/773030663-800x600.jpeg,,,
Bayut - 2BR Banyan Tree,https://www.bayut.com/property/details-11660800.html,For Rent,Apartment,15-May-25,,"{'currency': 'AED', 'amount': '650,000'}",Bluewaters Island,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,800 sqft'}",,Caren Bonus,https://images.bayut.com/thumbnails/775620970-800x600.jpeg,,,
Bayut - Housess-2742,https://www.bayut.com/property/details-11573060.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '49,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '302 sqft'}",,Muhammad Aqib Javib,https://images.bayut.com/thumbnails/772884228-800x600.jpeg,,,
Bayut - ZKR-012,https://www.bayut.com/property/details-11644560.html,For Rent,Apartment,14-May-25,Unfurnished,"{'currency': 'AED', 'amount': '77,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '3', 'size': '654 sqft'}",,Saniya Salim Faki,https://images.bayut.com/thumbnails/774221275-800x600.jpeg,,,
Bayut - R AL AWIR 1ST -4BR -210K-AIHAM,https://www.bayut.com/property/details-11628617.html,For Rent,Villa,13-May-25,Unfurnished,"{'currency': 'AED', 'amount': '210,000'}",,"{'bedrooms': '4', 'bathrooms': '6', 'size': '12,187 sqft'}",,Aiham Jihad,,,,
Bayut - TS-Vl-4BD,https://www.bayut.com/property/details-11546818.html,For Rent,Villa,05-May-25,Unfurnished,"{'currency': 'AED', 'amount': '190,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,769 sqft'}",,Affaq Hussain,,,,
Bayut - 101774-SNu10L,https://www.bayut.com/property/details-11486686.html,For Rent,Apartment,28-Apr-25,Furnished,"{'currency': 'AED', 'amount': '80,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '956 sqft'}",,Shareen Manoor Ibrahiem Manoor,https://images.bayut.com/thumbnails/771402827-800x600.jpeg,,,
Bayut - 102164-mz7xTy,https://www.bayut.com/property/details-11578091.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '44,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '410 sqft'}",,Jahangir Khalid,https://images.bayut.com/thumbnails/772963613-800x600.jpeg,,,
Bayut - MA-R-almanal104-1bhk,https://www.bayut.com/property/details-11558403.html,For Rent,Apartment,06-May-25,Unfurnished,"{'currency': 'AED', 'amount': '67,000'}",Dubai Silicon Oasis (DSO),"{'bedrooms': '4', 'bathrooms': '5', 'size': '780 sqft'}",,Muhammad Ammar,https://images.bayut.com/thumbnails/773078094-800x600.jpeg,,,
Bayut - TREO-R-38681,https://www.bayut.com/property/details-11610781.html,For Rent,Townhouse,11-May-25,Unfurnished,"{'currency': 'AED', 'amount': '180,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '2,042 sqft'}",,Jasmine Underwood,https://images.bayut.com/thumbnails/780822106-400x300.jpeg,,,
Bayut - 101820-5aZdVI,https://www.bayut.com/property/details-11550249.html,For Rent,Villa,05-May-25,,"{'currency': 'AED', 'amount': '135,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,873 sqft'}",,Uzair Raza,https://images.bayut.com/thumbnails/780822106-400x300.jpeg,,,
Bayut - 5312-pffJDL,https://www.bayut.com/property/details-12029212.html,For Rent,Apartment,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '90,000'}",Jumeirah Lake Towers (JLT),"{'bedrooms': '1', 'bathrooms': '1', 'size': '1,195 sqft'}",,Maryam Namvar,https://images.bayut.com/thumbnails/781380344-800x600.jpeg,,,
Bayut - CB-R-05266,https://www.bayut.com/property/details-11489420.html,For Rent,Apartment,29-Apr-25,Furnished,"{'currency': 'AED', 'amount': '265,000'}",Dubai Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,277 sqft'}",,Yehia Zakaria,https://images.bayut.com/thumbnails/771456005-800x600.jpeg,,,
Bayut - 1018401150151,https://www.bayut.com/property/details-11426195.html,For Rent,Apartment,23-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '160,000'}",DAMAC Hills,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,809 sqft'}",,Leydy Ocampo Alzate,https://images.bayut.com/thumbnails/770427734-800x600.jpeg,,,
Bayut - CB-R-05248,https://www.bayut.com/property/details-11436297.html,For Rent,Apartment,24-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",Dubai Creek Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '684 sqft'}",,Amro Tharwat,https://images.bayut.com/thumbnails/781128016-800x600.jpeg,,,
Bayut - RL-131986,https://www.bayut.com/property/details-11517680.html,For Rent,Apartment,01-May-25,Unfurnished,"{'currency': 'AED', 'amount': '209,999'}",Downtown Dubai,"{'bedrooms': '4', 'bathrooms': '4', 'size': '1,708 sqft'}",,Luke Gibson,https://images.bayut.com/thumbnails/771938471-800x600.jpeg,,,
Bayut - CPR129,https://www.bayut.com/property/details-11419193.html,For Rent,Apartment,22-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '55,000'}",Dubai Silicon Oasis (DSO),"{'bedrooms': '1', 'bathrooms': '2', 'size': '778 sqft'}",,Lata Narasimha Poojary,https://images.bayut.com/thumbnails/770307442-800x600.jpeg,,,
Bayut - HI-R-06830,https://www.bayut.com/property/details-11576712.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '50,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '412 sqft'}",,Isa Mohammad Darr,https://images.bayut.com/thumbnails/777153898-800x600.jpeg,,,
Bayut - 102164-KWhDZk,https://www.bayut.com/property/details-11503563.html,For Rent,Apartment,30-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '99,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,206 sqft'}",,Jahangir Khalid,https://images.bayut.com/thumbnails/771692961-800x600.jpeg,,,
Bayut - AP8027L,https://www.bayut.com/property/details-11526639.html,For Rent,Apartment,02-May-25,Unfurnished,"{'currency': 'AED', 'amount': '150,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,239 sqft'}",,Dominic Forster,https://images.bayut.com/thumbnails/772124613-800x600.jpeg,,,
Bayut - richmond-834,https://www.bayut.com/property/details-11457936.html,For Rent,Apartment,25-Apr-25,,"{'currency': 'AED', 'amount': '73,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '708 sqft'}",,Nadine Youssef,https://images.bayut.com/thumbnails/770927130-800x600.jpeg,,,
Bayut - 104304-5yXvnw,https://www.bayut.com/property/details-11458243.html,For Rent,Apartment,25-Apr-25,Furnished,"{'currency': 'AED', 'amount': '48,000'}",Al Furjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '397 sqft'}",,Yasir Saeed,https://images.bayut.com/thumbnails/770940675-800x600.jpeg,,,
Bayut - AYKCC-RENT06052025,https://www.bayut.com/property/details-11561834.html,For Rent,Apartment,06-May-25,,"{'currency': 'AED', 'amount': '69,999'}",Business Bay,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '427 sqft'}",,Mohsen Aminian,https://images.bayut.com/thumbnails/776384971-800x600.jpeg,,,
Bayut - 101159-b7WZKj,https://www.bayut.com/property/details-11594811.html,For Rent,Apartment,09-May-25,Furnished,"{'currency': 'AED', 'amount': '72,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '709 sqft'}",,Asif Raza Khan,https://images.bayut.com/thumbnails/773262934-800x600.jpeg,,,
Bayut - 104117-uSy7KO,https://www.bayut.com/property/details-11467197.html,For Rent,Apartment,26-Apr-25,Furnished,"{'currency': 'AED', 'amount': '168,000'}",Dubai Creek Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,115 sqft'}",,George  Rouh,https://images.bayut.com/thumbnails/771081925-800x600.jpeg,,,
Bayut - SER-R-1025,https://www.bayut.com/property/details-11523052.html,For Rent,Villa,02-May-25,Unfurnished,"{'currency': 'AED', 'amount': '310,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '3', 'size': '2,930 sqft'}",,Anas Serdar,https://images.bayut.com/thumbnails/781749730-400x300.jpeg,,,
Bayut - 4450-aUuNnp,https://www.bayut.com/property/details-12054515.html,For Rent,Apartment,27-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",Jumeirah Lake Towers (JLT),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,100 sqft'}",,KHURRAM JAMIL UR REHMAN JAMIL UR REHMAN,https://images.bayut.com/thumbnails/781881067-800x600.jpeg,,,
Bayut - WAS-BS-1BHK,https://www.bayut.com/property/details-12006604.html,For Rent,Apartment,23-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '100,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '783 sqft'}",,Mehmood Adamjee,https://images.bayut.com/thumbnails/780892509-800x600.jpeg,,,
Bayut - 7795-c2BRAy,https://www.bayut.com/property/details-12010645.html,For Rent,Apartment,23-Jun-25,Furnished,"{'currency': 'AED', 'amount': '55,000'}",Al Jaddaf,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '353 sqft'}",,Muhammad Ibrahim,https://images.bayut.com/thumbnails/780952870-800x600.jpeg,,,
Bayut - 101966-uX3vRG,https://www.bayut.com/property/details-12022794.html,For Rent,Villa,24-Jun-25,Furnished,"{'currency': 'AED', 'amount': '600,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '4,650 sqft'}",,Ameet Vaya,,,,
Bayut - AP743678L,https://www.bayut.com/property/details-12029437.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '365,000'}",Dubai Marina,"{'bedrooms': '2', 'bathrooms': '3', 'size': '2,168 sqft'}",,Lowri Carys Scrivens,https://images.bayut.com/thumbnails/781384471-800x600.jpeg,,,
Bayut - 10471-FKC3Tm,https://www.bayut.com/property/details-12032091.html,For Rent,Apartment,25-Jun-25,,"{'currency': 'AED', 'amount': '127,000'}",Al Barsha,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,884 sqft'}",,Muhammad Abid Saleem,https://images.bayut.com/thumbnails/781443923-800x600.jpeg,,,
Bayut - Abcdfjkmn,https://www.bayut.com/property/details-12045415.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '55,000'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '2', 'size': '368 sqft'}",,Saqlain Nazir,https://images.bayut.com/thumbnails/781673424-800x600.jpeg,,,
Bayut - Shahid(912) S1,https://www.bayut.com/property/details-12043640.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '55,000'}",Al Nahda (Dubai),"{'bedrooms': '2', 'bathrooms': '2', 'size': '741 sqft'}",,Abdul Rafay,https://images.bayut.com/thumbnails/781680394-800x600.jpeg,,,
Bayut - B-AR-133570,https://www.bayut.com/property/details-11460449.html,For Rent,Apartment,25-Apr-25,Furnished,"{'currency': 'AED', 'amount': '125,000'}",Al Furjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,243 sqft'}",,Shahzaib Shahid,https://images.bayut.com/thumbnails/771124394-800x600.jpeg,,,
Bayut - HYD-2132,https://www.bayut.com/property/details-12054576.html,For Rent,Apartment,27-Jun-25,Furnished,"{'currency': 'AED', 'amount': '170,000'}",Dubai Marina,"{'bedrooms': '1', 'bathrooms': '2', 'size': '816 sqft'}",,Connor Broadbent,https://images.bayut.com/thumbnails/781882270-800x600.jpeg,,,
Bayut - Haseeb,https://www.bayut.com/property/details-11999404.html,For Rent,Apartment,22-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",Al Jaddaf,"{'bedrooms': '3', 'bathrooms': '3', 'size': '1,426 sqft'}",,Muhammad Arslan Tahir,https://images.bayut.com/thumbnails/780808066-800x600.jpeg,,,
Bayut - HGC-9659,https://www.bayut.com/property/details-11999844.html,For Rent,Apartment,23-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '97,000'}",Sheikh Zayed Road,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,060 sqft'}",,Hamza Gohar Chaudhry,https://images.bayut.com/thumbnails/780806581-800x600.jpeg,,,
Bayut - SS-JR-R,https://www.bayut.com/property/details-11289053.html,For Rent,Apartment,08-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '60,000'}",Dubai Silicon Oasis (DSO),"{'bedrooms': '2', 'bathrooms': '2', 'size': '773 sqft'}",,Saira Shahbaz,https://images.bayut.com/thumbnails/768001591-800x600.jpeg,,,
Bayut - NAV-216498,https://www.bayut.com/property/details-11369897.html,For Rent,Apartment,16-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,012 sqft'}",,Naveed Qamar,https://images.bayut.com/thumbnails/769455935-800x600.jpeg,,,
Bayut - 12 gva 2 bh,https://www.bayut.com/property/details-11373481.html,For Rent,Apartment,17-Apr-25,,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,012 sqft'}",,Naveed Qamar,https://images.bayut.com/thumbnails/769513512-800x600.jpeg,,,
Bayut - B.HOUSE 2 BR RENT 1104,https://www.bayut.com/property/details-11392712.html,For Rent,Apartment,19-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,111 sqft'}",,Fazal Hussain,https://images.bayut.com/thumbnails/769860732-800x600.jpeg,,,
Bayut - HYD-2001,https://www.bayut.com/property/details-12046304.html,For Rent,Apartment,26-Jun-25,Furnished,"{'currency': 'AED', 'amount': '300,000'}",Dubai Marina,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,781 sqft'}",,Connor Broadbent,https://images.bayut.com/thumbnails/781710992-800x600.jpeg,,,
Bayut - R-AG-JVC-BC-1BR,https://www.bayut.com/property/details-11458478.html,For Rent,Apartment,25-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '77,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '640 sqft'}",,Mohit Jumani,https://images.bayut.com/thumbnails/771944782-800x600.jpeg,,,
Bayut - Amir-Tecom-100K,https://www.bayut.com/property/details-11339613.html,For Rent,Apartment,14-Apr-25,Furnished,"{'currency': 'AED', 'amount': '100,000'}",Barsha Heights (Tecom),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,027 sqft'}",,Maria Lyn,https://images.bayut.com/thumbnails/768878238-800x600.jpeg,,,
Bayut - axc-3990519,https://www.bayut.com/property/details-12010954.html,For Rent,Apartment,23-Jun-25,Furnished,"{'currency': 'AED', 'amount': '360,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,121 sqft'}",,Olga Gojin,https://images.bayut.com/thumbnails/780967113-800x600.jpeg,,,
Bayut - B-AR-132728,https://www.bayut.com/property/details-11421940.html,For Rent,Apartment,22-Apr-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Mohammed Bin Rashid City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '416 sqft'}",,Waqar Ahmed,https://images.bayut.com/thumbnails/770355050-800x600.jpeg,,,
Bayut - TREO-R-37498,https://www.bayut.com/property/details-11315793.html,For Rent,Townhouse,10-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '185,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,911 sqft'}",,Jasmine Underwood,,,,
Bayut - 100037-HVgsez,https://www.bayut.com/property/details-11443046.html,For Rent,Apartment,24-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '147,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,506 sqft'}",,Idrish Nocrok,https://images.bayut.com/thumbnails/770689184-800x600.jpeg,,,
Bayut - 11036-Tsy19S,https://www.bayut.com/property/details-11364771.html,For Rent,Apartment,16-Apr-25,Furnished,"{'currency': 'AED', 'amount': '115,000'}",Dubai Maritime City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '922 sqft'}",,Arijit Ray Chaundury,https://images.bayut.com/thumbnails/773285874-800x600.jpeg,,,
Bayut - OP-R-AP-DIAMONDVEWS3-1BHK,https://www.bayut.com/property/details-11350772.html,For Rent,Apartment,15-Apr-25,Furnished,"{'currency': 'AED', 'amount': '70,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '657 sqft'}",,Oxana Plyusnina,https://images.bayut.com/thumbnails/769086540-800x600.jpeg,,,
Bayut - 3BR Banyan Tree,https://www.bayut.com/property/details-11463424.html,For Rent,Apartment,25-Apr-25,,"{'currency': 'AED', 'amount': '950,000'}",Bluewaters Island,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,800 sqft'}",,Caren Bonus,https://images.bayut.com/thumbnails/775621150-800x600.jpeg,,,
Bayut - Villa,https://www.bayut.com/property/details-11413874.html,For Rent,Townhouse,22-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '225,000'}",,"{'bedrooms': '3', 'bathrooms': '4', 'size': '2,427 sqft'}",,Naveed Qamar,,,,
Bayut - 3BR Burj Khalifa,https://www.bayut.com/property/details-11303803.html,For Rent,Apartment,09-Apr-25,,"{'currency': 'AED', 'amount': '365,000'}",Al Wasl,"{'bedrooms': '2', 'bathrooms': '3', 'size': '2,674 sqft'}",,Caren Bonus,https://images.bayut.com/thumbnails/775620955-800x600.jpeg,,,
Bayut - Gva 3 bh,https://www.bayut.com/property/details-11376240.html,For Rent,Townhouse,17-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '225,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '3', 'size': '2,427 sqft'}",,Naveed Qamar,https://images.bayut.com/thumbnails/775876747-400x300.jpeg,,,
Bayut - 100037-aQgeG1,https://www.bayut.com/property/details-11289020.html,For Rent,Apartment,08-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '731 sqft'}",,Iftikhar Khan,https://images.bayut.com/thumbnails/767977558-800x600.jpeg,,,
Bayut - axc-3988411,https://www.bayut.com/property/details-11347249.html,For Rent,Apartment,14-Apr-25,Furnished,"{'currency': 'AED', 'amount': '65,000'}",Dubai South,"{'bedrooms': '1', 'bathrooms': '1', 'size': '666 sqft'}",,Chingriso Chihui,https://images.bayut.com/thumbnails/769026635-800x600.jpeg,,,
Bayut - CPR136,https://www.bayut.com/property/details-11413564.html,For Rent,Apartment,22-Apr-25,Furnished,"{'currency': 'AED', 'amount': '100,000'}",Jumeirah Lake Towers (JLT),"{'bedrooms': '2', 'bathrooms': '3', 'size': '702 sqft'}",,Rahul Bhattad,https://images.bayut.com/thumbnails/770756342-800x600.jpeg,,,
Bayut - XO-15358,https://www.bayut.com/property/details-11336824.html,For Rent,Apartment,13-Apr-25,Furnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '446 sqft'}",,Liam Judge,https://images.bayut.com/thumbnails/768862009-800x600.jpeg,,,
Bayut - SCHN-9119-8dORvc,https://www.bayut.com/property/details-11283527.html,For Rent,Villa,07-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '300,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '3,800 sqft'}",,Sachin Ayani,https://images.bayut.com/thumbnails/770153886-400x300.jpeg,,,
Bayut - Lineselling- 101987,https://www.bayut.com/property/details-11332042.html,For Rent,Apartment,12-Apr-25,Furnished,"{'currency': 'AED', 'amount': '340,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,544 sqft'}",,Hadjra Bousbaa,https://images.bayut.com/thumbnails/768747422-800x600.jpeg,,,
Bayut - 9062-0ExnUD,https://www.bayut.com/property/details-11449294.html,For Rent,Apartment,25-Apr-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '996 sqft'}",,Svitlana Gozhulenko,https://images.bayut.com/thumbnails/770800286-800x600.jpeg,,,
Bayut - B-AR-133432,https://www.bayut.com/property/details-11438302.html,For Rent,Apartment,24-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '639,999'}",Palm Jumeirah,"{'bedrooms': '2', 'bathrooms': '3', 'size': '2,325 sqft'}",,Mohammad Taherirashti,https://images.bayut.com/thumbnails/770614913-800x600.jpeg,,,
Bayut - BRA5 51 IA 0804,https://www.bayut.com/property/details-11291668.html,For Rent,Villa,08-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '260,000'}",,"{'bedrooms': '5', 'bathrooms': '6', 'size': '4,000 sqft'}",,Inayath Ali Ibrahim,,,,
Bayut - Housess-2559,https://www.bayut.com/property/details-11287859.html,For Rent,Townhouse,08-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,938 sqft'}",,Muhammad Aqib Javib,,,,
Bayut - CPR53,https://www.bayut.com/property/details-11291661.html,For Rent,Apartment,08-Apr-25,Furnished,"{'currency': 'AED', 'amount': '62,000'}",DAMAC Hills,"{'bedrooms': '1', 'bathrooms': '2', 'size': '644 sqft'}",,Suneer Kollatt Ameer,https://images.bayut.com/thumbnails/768167642-800x600.jpeg,,,
Bayut - CPR34,https://www.bayut.com/property/details-11279968.html,For Rent,Apartment,07-Apr-25,Furnished,"{'currency': 'AED', 'amount': '55,000'}",Business Bay,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '408 sqft'}",,Anirudh Asawa,https://images.bayut.com/thumbnails/767809928-800x600.jpeg,,,
Bayut - 11059-MOchSe,https://www.bayut.com/property/details-11366045.html,For Rent,Villa,16-Apr-25,,"{'currency': 'AED', 'amount': '225,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '3,100 sqft'}",,Rohit Saluja,https://images.bayut.com/thumbnails/778471344-400x300.jpeg,,,
Bayut - Gva 10 71,https://www.bayut.com/property/details-11373120.html,For Rent,Apartment,17-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,012 sqft'}",,Naveed Qamar,https://images.bayut.com/thumbnails/769508016-800x600.jpeg,,,
Bayut - CPR135,https://www.bayut.com/property/details-11413927.html,For Rent,Apartment,22-Apr-25,Furnished,"{'currency': 'AED', 'amount': '72,000'}",Wasl Gate,"{'bedrooms': '2', 'bathrooms': '3', 'size': '523 sqft'}",,Anirudh Asawa,https://images.bayut.com/thumbnails/770414541-800x600.jpeg,,,
Bayut - Desea-R-0125062025,https://www.bayut.com/property/details-11347459.html,For Rent,Apartment,14-Apr-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Sobha Hartland,"{'bedrooms': '2', 'bathrooms': '3', 'size': '529 sqft'}",,Ron Diego,https://images.bayut.com/thumbnails/781671807-800x600.jpeg,,,
Bayut - 2 bh gva,https://www.bayut.com/property/details-11373842.html,For Rent,Apartment,17-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,012 sqft'}",,Naveed Qamar,https://images.bayut.com/thumbnails/769519424-800x600.jpeg,,,
